商品ＣＤ,商品区分,商品名,商品予定名,売価単価,先生用商品ＣＤ,弁当区分,出力区分,パン箱入数,クラス分け名称1,クラス分けグラム出力区分1,クラス分け名称2,クラス分けグラム出力区分2,クラス分け名称3,クラス分けグラム出力区分3,クラス分け名称4,クラス分けグラム出力区分4,クラス分け名称5,クラス分けグラム出力区分5,修正担当者ＣＤ,修正日
219,2,チーズ,ﾋﾟﾋﾟﾋﾟﾁｰｽﾞ,0,0,2,2,0,ﾋﾟﾋﾟﾋﾟﾁｰｽﾞ,0,,0,,0,,0,,0,7,2025/2/4 12:13
220,2,皿,皿,0,0,2,2,0,皿,0,,0,,0,,0,,0,2,2011/10/17 16:43
221,2,カップ,カップ,0,0,2,2,0,カップ,0,,0,,0,,0,,0,2,2016/10/19 16:26
222,2,ｾﾞﾘｰ,ゼリー,0,0,2,2,0,ゼリー,0,,0,,0,,0,,0,2,2021/12/3 12:30
223,2,すりおろしｾﾞﾘｰ,すりおろしｾﾞﾘｰ,0,0,2,2,0,すりおろしｾﾞﾘｰ,0,,0,,0,,0,,0,2,2012/11/28 10:48
225,2,スープ,スープ,0,0,2,2,0,スープ,0,おわん,0,,0,,0,,0,2,2023/4/17 14:20
226,2,,　　　　　　,0,0,2,2,0,　.,0,,0,,0,,0,,0,2,2012/5/30 15:11
227,2,ちゃわん,ちゃわん,0,0,2,2,0,ちゃわん,0,,0,,0,,0,,0,2,2014/10/17 16:18
229,0,牛丼,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2012/10/30 11:46
230,1,節分豆　QBB福豆5ｇ,節分豆　QBB福豆5ｇ,0,0,3,2,0,給食用福豆5ｇ,0,,0,,0,,0,,0,2,2023/1/17 16:14
231,1,節分豆　肥後福豆10ｇ,節分豆　肥後福豆10ｇ,0,0,3,2,0,給食用福豆10ｇ,0,,0,,0,,0,,0,2,2023/1/17 16:15
232,1,節分豆　肥後福豆ﾐｯｸｽ10ｇ,節分豆　肥後福豆ﾐｯｸｽ10ｇ,0,0,3,2,0,肥後福豆ﾐｯｸｽ10ｇ,0,,0,,0,,0,,0,2,2023/1/17 16:12
233,1,節分豆　肥後リンカケ10ｇ,節分豆　肥後リンカケ10ｇ,0,0,3,2,0,ミツヤB２０ｇ,0,,0,,0,,0,,0,2,2023/1/17 16:16
234,1,節分豆　ミツヤA２２ｇ,節分豆　ミツヤA２２ｇ,0,0,3,2,0,ミツヤA３０ｇ,0,,0,,0,,0,,0,2,2023/1/17 16:12
235,1,節分豆　肥後煎り大豆,節分豆　肥後煎り大豆,0,0,3,2,0,肥後煎り大豆,0,,0,,0,,0,,0,2,2023/1/17 16:12
236,1,ｽﾊﾟｹﾞﾃｨ給食,ｽﾊﾟｹﾞﾃｨ給食,0,237,1,2,0,ｽﾊﾟｹﾞﾃｨ,0,ﾐｰﾄｿｰｽ,0,皿,0,,0,,0,2,2014/10/14 10:58
237,1,ｽﾊﾟｹﾞﾃｨ給食,ｽﾊﾟｹﾞﾃｨ給食,0,237,1,2,0,ｽﾊﾟｹﾞﾃｨ,0,ﾐｰﾄｿｰｽ,0,皿,0,,0,,0,2,2015/1/23 13:34
238,2,豚汁用保温箱,豚汁用保温箱,0,239,2,0,0,豚汁用保温箱,0,おわん,0,,0,,0,,0,2,2015/10/6 16:33
240,2,どんぶり給食,どんぶり給食,0,241,2,2,0,ごはん,1,具材,0,汁もの,0,どんぶり,0,おわん,0,7,2025/6/16 13:56
241,2,コロッケ,コロッケ,0,0,2,2,0,コロッケ,0,,0,,0,,0,,0,2,2016/10/19 17:09
242,2,チキンカツ,チキンカツ,0,0,2,2,0,チキンカツ,0,,0,,0,,0,,0,2,2016/10/19 17:10
243,2,オムレツ,オムレツ,0,0,2,2,0,オムレツ,0,,0,,0,,0,,0,2,2017/9/19 14:48
244,2,とんかつ,とんかつ,0,0,2,2,0,とんかつ,0,,0,,0,,0,,0,2,2017/11/20 15:50
245,2,えだまめ,えだまめ,0,0,2,2,0,えだまめ,0,,0,,0,,0,,0,2,2018/5/1 12:52
246,2,お椀 ｶｯﾌﾟ 皿,お椀 ｶｯﾌﾟ 皿,0,0,2,2,0,お椀 ｶｯﾌﾟ 皿,0,,0,,0,,0,,0,2,2018/12/28 16:42
247,2,シューマイ,シューマイ,0,0,2,2,0,シューマイ,0,,0,,0,,0,,0,2,2019/9/11 13:56
248,2,もち,もち,0,0,2,2,0,もち,0,,0,,0,,0,,0,2,2021/12/3 12:30
250,2,給食セット,給食セット,0,0,2,2,0,ごはん,1,スープ,0,食器,0,主菜,0,副菜,0,2,2021/3/25 17:05
251,2,スパゲティ,スパゲティ,0,0,2,2,0,スパゲティ,0,,0,,0,,0,,0,7,2021/12/8 13:07
252,2,ミートソース,ミートソース,0,0,2,2,0,ミートソース,0,,0,,0,,0,,0,7,2021/12/8 13:08
253,2,のり巻きおにぎり,のり巻きおにぎり,0,0,2,2,0,のり巻きおにぎり,0,,0,,0,,0,,0,2,2023/2/17 13:59
254,2,わかめおにぎり,わかめおにぎり,0,0,2,2,0,わかめおにぎり,0,,0,,0,,0,,0,2,2023/2/17 13:59
255,2,おかわり用おにぎり,おかわり用おにぎり,0,0,2,2,0,おかわり用半俵,0,,0,,0,,0,,0,2,2023/2/17 13:59
256,2,ドリンク,ドリンク,0,0,2,2,0,ドリンク,0,,0,,0,,0,,0,7,2023/5/26 14:24
257,2,麺,麺,0,0,2,2,0,麺,0,,0,,0,,0,,0,7,2023/5/26 14:48
258,2,フルーツ,フルーツ,0,0,2,2,0,フルーツ,0,,0,,0,,0,,0,2,2023/12/12 15:09
259,2,ケーキ,ケーキ,0,0,2,2,0,ケーキ,0,,0,,0,,0,,0,2,2023/12/12 15:09
260,2,主菜,主菜,0,0,2,2,0,主菜,0,,0,,0,,0,,0,2,2024/4/8 14:25
261,2,副菜,副菜,0,0,2,2,0,副菜,0,,0,,0,,0,,0,2,2024/4/8 14:25
262,2,汁物,汁物,0,0,2,2,0,スープ,0,,0,,0,,0,,0,2,2024/4/8 14:27
301,2,保温箱（大）,保温箱（大）,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:24
302,2,保温箱（小）,保温箱（小）,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:25
303,2,ルー保温箱（小）,ルー保温箱（小）,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:26
304,2,カレー皿,カレー皿,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 16:33
305,2,先生カレー皿,先生カレー皿,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:26
306,2,寸胴,寸胴,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:27
307,2,ちゃわん,ちゃわん,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:27
308,2,カップ,カップ,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:27
309,2,トレー,トレー,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:27
310,2,しゃもじ,しゃもじ,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:28
311,2,お玉,お玉,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:28
312,2,クリアケース,クリアケース,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:28
313,2,パン箱,パン箱,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:29
314,2,くま,くま,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:29
315,2,ミッフィー,ミッフィー,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:29
316,2,ハムスター,ハムスター,0,0,2,2,0,,,,,,,,,,,2,2011/9/15 14:29
400,1,ｸｯｷﾝｸﾞ　園児,ｸｯｷﾝｸﾞ,0,401,1,2,0,,0,,0,,0,,0,,0,2,2015/2/19 14:18
401,0,ｸｯｷﾝｸﾞ　先生,ｸｯｷﾝｸﾞ,0,401,1,2,0,,0,,0,,0,,0,,0,2,2015/2/19 14:18
402,1,ﾌﾙｰﾂ,ﾌﾙｰﾂ,0,0,1,0,0,,0,,0,,0,,0,,0,2,2014/7/9 14:39
403,1,牛乳200ｍｌ,牛乳200ｍｌ,0,0,3,0,0,,0,,0,,0,,0,,0,2,2019/7/26 9:19
404,1,おでん　園児,おでん,0,405,1,2,0,皿,0,保温箱,0,,0,,0,,0,3,2019/12/11 18:08
405,0,おでん　先生,おでん,0,0,1,0,0,,0,,0,,0,,0,,0,2,2019/11/13 16:50
410,1,パンランチ,ﾊﾟﾝﾗﾝﾁ,0,411,1,1,18,くま皿,0,,0,,0,,0,,0,2,2012/4/23 15:30
411,1,ﾊﾟﾝﾗﾝﾁ　先生,ﾊﾟﾝﾗﾝﾁ,0,411,1,1,18,くま皿,0,,0,,0,,0,,0,2,2016/7/11 14:25
412,0,中仕切り,中仕切り,0,0,1,0,0,,0,,0,,0,,0,,0,5,2012/6/7 11:29
413,0,お好み焼き,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2012/10/30 11:51
414,2,ゼリー,ゼリー,0,0,4,0,0,,0,,0,,0,,0,,0,2,2023/7/14 12:58
415,0,レモンタルト,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2012/10/30 11:52
416,0,シークワーシャーゼリー,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2012/10/30 11:53
417,0,いちごクレープ,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2012/10/30 11:54
418,0,すりおろしゼリー　もも,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2012/11/12 11:48
419,0,すりおろしゼリー　りんご,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2012/11/12 11:48
420,1,うどん　園児,うどん,0,421,1,2,0,うどん,0,うどんスープ,0,おわん,0,,0,,0,2,2018/11/6 14:48
421,1,うどん　先生,うどん,0,0,1,2,0,うどん,0,スープ,0,おわん,0,,0,,0,2,2018/10/18 16:59
422,0,スープ,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/1/29 10:46
423,0,ぎょうざクッキング,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/2/25 12:52
424,0,白玉,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/2/27 13:09
425,0,懇親会子供用,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/2/28 12:06
426,0,懇親会大人用,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/2/28 12:06
427,0,お子様用,おこさまよう,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/3/5 11:15
430,1,委託,委託,0,431,1,2,0,ごはん,1,,0,,0,,0,,0,2,2019/1/9 10:32
431,1,昼食,委託,0,431,1,2,0,ごはん,1,,0,,0,,0,,0,2,2013/4/19 18:52
432,1,フライドポテト,ﾌﾗｲﾄﾞﾎﾟﾃﾄ,0,0,1,0,0,,0,,0,,0,,0,,0,2,2015/6/23 11:26
433,0,生徒用　弁当,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/7/23 13:34
434,1,ウインナーパン,ウインナーパン,0,0,1,0,0,,0,,0,,0,,0,,0,2,2023/10/17 13:49
435,0,カレーパン,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/8/26 12:47
436,0,天使のほっぺ,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/8/26 12:48
438,0,キャロット紫芋パン,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/8/26 12:50
439,0,園児用おかずパツク　,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/9/5 14:05
440,0,先生用おかずパツク,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/9/5 14:08
441,0,園児用特別ランチ,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/9/10 12:50
442,0,先生用特別ランチ,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/9/10 12:50
443,0,園児用スパゲッティ,,0,0,0,0,0,,0,,0,,0,,0,,0,2,2015/6/23 11:31
444,0,先生用スパゲッティ,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/9/17 13:36
445,0,園児用弁当　ご飯あり,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/9/18 14:01
446,0,園児用弁当　ご飯なし,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/9/18 14:02
447,0,園児用　スパゲッティ,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/10/7 13:34
448,0,先生用　スパゲッティ,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/10/7 13:35
451,0,食育園児用巻き寿司,,0,0,0,0,0,,0,,0,,0,,0,,0,2,2014/12/4 14:55
452,0,食育先生用巻き寿司,,0,0,0,0,0,,0,,0,,0,,0,,0,2,2014/12/4 14:55
453,0,食育保護者用巻き寿司,,0,0,0,0,0,,0,,0,,0,,0,,0,2,2014/12/4 14:55
454,1,ハンバーグピザパン,ハンバーグピザパン,0,0,1,0,0,,0,,0,,0,,0,,0,2,2023/10/17 13:48
455,0,しましまチョコパン,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/10/28 13:42
456,0,しましまメロンパン,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/10/28 13:42
457,1,おにぎりパック,おにぎりパック,0,603,1,0,42,,0,,0,,0,,0,,0,4,2023/10/27 10:40
458,0,焼きおにぎり,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2013/10/28 13:44
459,0,スイートポテト,,0,0,0,0,0,,0,,0,,0,,0,,0,3,2014/7/14 13:59
460,1,食育　園児,食育,0,463,1,0,0,おにぎり,0,おかず①,0,おかず②,0,おかず③,0,おかず④,0,2,2023/6/20 13:25
461,0,お皿,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2014/3/20 10:13
462,0,送料,,0,0,0,0,0,,0,,0,,0,,0,,0,5,2014/3/20 10:14
463,1,食育　先生,食育,0,0,1,0,0,,0,,0,,0,,0,,0,2,2014/5/30 12:58
464,1,ﾊﾟｯｸ弁当　,パック弁当,0,465,1,1,20,,0,,0,,0,,0,,0,4,2024/10/18 10:25
465,1,ﾊﾟｯｸ弁当　,ﾊﾟｯｸ弁当,0,0,1,1,15,,0,,0,,0,,0,,0,2,2015/10/9 16:46
466,1,ハム,サンドイッチ,0,0,0,0,0,,0,,0,,0,,0,,0,2,2014/11/5 12:20
467,1,ガトーショコラ,ガトーショコラ,0,0,0,0,0,,0,,0,,0,,0,,0,2,2014/11/5 14:21
468,1,桜もち,桜もち,0,0,0,0,0,,0,,0,,0,,0,,0,2,2014/11/5 14:21
469,0,お弁当用袋,,0,0,0,0,0,,0,,0,,0,,0,,0,6,2022/6/29 14:09
470,1,食育園児用ｻﾝﾄﾞｲｯﾁ,食育サンドイッチ,0,471,1,2,0,保温箱,0,皿,0,,0,,0,,0,2,2018/2/22 11:56
471,0,食育先生用ｻﾝﾄﾞｲｯﾁ,食育先生用ｻﾝﾄﾞｲｯﾁ,0,0,0,0,0,,0,,0,,0,,0,,0,2,2018/2/22 11:56
472,0,食育保護者用ｻﾝﾄﾞｲｯﾁ,,0,0,0,0,0,,0,,0,,0,,0,,0,2,2014/12/4 14:59
473,0,食育保護者用うどん,,0,0,0,0,0,,0,,0,,0,,0,,0,2,2014/12/4 14:57
474,1,節分豆　肥後りんかけ　10ｇ,節分豆　肥後りんかけ10ｇ,0,0,1,0,0,,0,,0,,0,,0,,0,6,2021/1/25 11:41
475,1,節分豆　給食用福豆10ｇ,節分豆　10ｇ,0,0,1,0,0,,0,,0,,0,,0,,0,2,2015/1/22 10:26
476,1,節分豆　肥後福豆ﾐｯｸｽ10ｇ,節分豆　肥後ﾐｯｸｽ10ｇ,0,0,1,0,0,,0,,0,,0,,0,,0,2,2015/1/22 10:38
477,1,節分豆　ミツヤ２０ｇ,節分豆　ミツヤ２０ｇ,0,0,1,0,0,,0,,0,,0,,0,,0,2,2015/1/22 10:38
478,1,節分豆　ミツヤ２２ｇ,節分豆　ミツヤ２２ｇ,0,0,1,0,0,,0,,0,,0,,0,,0,2,2015/1/22 10:39
479,1,節分豆　肥後煎り大豆,節分豆　肥後煎り大豆,0,0,1,0,0,,0,,0,,0,,0,,0,2,2015/1/22 10:40
480,1,特別ランチ　先生用,特別ランチ　先生用,0,0,1,1,18,,0,,0,,0,,0,,0,2,2017/4/27 15:02
481,1,ひなあられ,ひなあられ,0,0,3,0,0,,0,,0,,0,,0,,0,4,2023/2/22 13:20
482,1,おかずパック　先生,おかずパック,0,0,1,0,0,,0,,0,,0,,0,,0,2,2015/3/2 14:22
483,1,夏祭り,夏祭り,0,0,1,0,0,,0,,0,,0,,0,,0,2,2015/6/23 11:33
484,0,おやつ　先生用,おやつ　先生用,0,0,3,0,0,,0,,0,,0,,0,,0,2,2015/8/26 10:37
485,1,食育園児用寿司とだご汁,食育園児用寿司とだご汁,0,486,1,0,0,,0,,0,,0,,0,,0,2,2015/10/14 10:44
486,1,食育先生用寿司とだご汁,食育先生用寿司とだご汁,0,0,1,0,0,,0,,0,,0,,0,,0,2,2015/10/14 10:45
487,1,食育保護者用寿司とだご汁,食育保護者用寿司とだご汁,0,0,1,0,0,,0,,0,,0,,0,,0,2,2015/10/14 10:45
488,1,野菜,野菜,0,0,1,0,0,,0,,0,,0,,0,,0,2,2017/10/10 13:39
489,1,肉,肉,0,0,1,0,0,,0,,0,,0,,0,,0,2,2017/10/10 13:39
490,1,ゼリー　園児,ゼリー　園児,0,602,3,1,0,,0,,0,,0,,0,,0,2,2018/12/3 16:17
491,0,サンドイッチ,サンドイッチ,0,0,0,0,0,,0,,0,,0,,0,,0,2,2015/11/4 11:58
492,0,ごはんと汁物,ごはんと汁物,0,0,0,0,0,,0,,0,,0,,0,,0,2,2015/11/10 11:20
493,0,値引き,値引き,0,0,0,0,0,,0,,0,,0,,0,,0,2,2016/1/21 15:04
494,1,ひなあられセット,ひなあられセット,0,495,3,0,0,,0,,0,,0,,0,,0,2,2016/2/20 10:29
495,1,ひなあられセット　先生,ひなあられセット　先生用,0,0,3,0,0,,0,,0,,0,,0,,0,2,2016/2/20 10:29
496,1,おかしセット　園児用,おかしセット　園児用,0,497,3,0,0,,0,,0,,0,,0,,0,2,2017/2/13 18:06
497,1,おかしセット　先生用,おかしセット　先生用,0,0,3,0,0,,0,,0,,0,,0,,0,2,2016/2/15 14:51
498,1,焼きうどん,焼きうどん,0,499,1,2,0,焼きうどん,0,皿,0,,0,,0,,0,2,2016/5/24 14:37
499,1,焼きうどん　先生用,焼きうどん　先生用,0,0,1,2,0,,0,,0,,0,,0,,0,2,2016/5/24 14:37
500,1,学童　飯有り,学童　飯有り,370,0,0,1,24,,0,,0,,0,,0,,0,2,2016/7/15 9:38
501,1,学童　飯無し,学童　飯無し,300,0,0,1,24,,0,,0,,0,,0,,0,2,2016/7/15 9:38
502,0,予備,予備,0,503,0,0,0,,0,,0,,0,,0,,0,2,2014/12/8 13:13
503,0,パン,パン,0,0,1,0,0,,0,,0,,0,,0,,0,6,2016/7/20 10:53
504,1,節分豆　肥後黒糖豆１０ｇ,節分豆　肥後黒糖豆１０ｇ,0,0,1,0,0,,0,,0,,0,,0,,0,6,2017/1/24 14:23
505,1,節分豆　ミツヤミックス１８ｇ,節分豆　ミツヤミックス１８ｇ,0,0,1,0,0,,0,,0,,0,,0,,0,6,2017/1/24 14:22
506,0,お別れ会　園児,お別れ会　園児,0,507,1,0,0,,0,,0,,0,,0,,0,2,2017/2/27 16:49
507,0,お別れ会　先生,お別れ会　先生,0,0,1,0,0,,0,,0,,0,,0,,0,2,2017/2/27 16:49
508,1,弁当　園児（満3歳児）,弁当園児（満3歳児）,0,0,0,0,24,,0,,0,,0,,0,,0,2,2017/3/28 12:59
520,1,冷めん　園児,冷めん,0,521,1,2,0,冷めん,0,スープ,0,皿,0,,0,,0,2,2020/6/17 17:06
521,1,冷めん　先生,冷めん,0,0,1,2,0,,0,,0,,0,,0,,0,2,2018/9/21 11:03
522,1,そうめん,そうめん,0,0,0,0,0,,0,,0,,0,,0,,0,2,2017/7/18 11:22
523,1,とうもろこし,とうもろこし,0,0,1,0,0,,0,,0,,0,,0,,0,5,2017/7/19 15:38
524,1,ドライカレー　園児用,ドライカレー　,0,525,1,2,0,ごはん,1,ルウ,1,皿,0,,0,,0,2,2017/8/1 14:25
525,1,ドライカレー　先生用,ドライカレー,0,0,1,2,0,,0,,0,,0,,0,,0,2,2017/8/1 14:25
526,1,にゅうめん　園児,にゅうめん,0,527,1,2,0,にゅうめん,0,スープ,0,おわん,0,,0,,0,2,2018/10/18 16:58
527,1,にゅうめん　先生,にゅうめん,0,0,1,2,0,にゅうめん,0,スープ,0,おわん,0,,0,,0,6,2018/11/28 9:33
528,1,オムライス　園児,オムライス,0,529,1,2,0,チキンライス,1,皿,0,オムレツシート,0,,0,,0,2,2018/12/7 17:01
529,0,オムライス　先生,オムライス　先生,0,0,1,2,0,チキンライス,1,皿,0,オムレツシート,0,,0,,0,2,2018/12/7 17:01
530,1,ラーメン　園児,ラーメン,0,531,1,2,0,麺,0,中華あんかけ,0,皿,0,,0,,0,2,2018/12/7 17:11
531,1,ラーメン　先生,ラーメン　先生,0,0,1,2,0,,0,,0,,0,,0,,0,2,2018/12/7 17:03
532,1,食育　バイキング　園児,食育　バイキング　園児,0,533,1,1,0,おにぎり①,0,おにぎり②,0,おかず①,0,おかず②,0,おかず③,0,2,2019/5/17 15:49
533,1,食育　バイキング　先生,食育　バイキング　先生,0,533,1,1,0,,0,,0,,0,,0,,0,2,2019/5/17 15:49
534,1,配膳給食　園児,配膳スマ,0,535,0,2,0,ごはん,1,スープ,0,皿,0,主菜,0,副菜,0,2,2025/3/21 14:43
535,1,配膳給食　先生,配膳給食,0,0,1,2,0,,0,,0,,0,,0,,0,2,2024/3/19 13:49
536,1,製造加工費,製造加工費,0,0,0,0,0,,0,,0,,0,,0,,0,6,2019/9/4 13:02
537,1,配送費,配送費,0,0,0,0,0,,0,,0,,0,,0,,0,6,2019/9/4 13:03
538,1,事務管理費,事務管理費,0,0,0,0,0,,0,,0,,0,,0,,0,6,2019/9/4 13:04
539,1,メロンパン,メロンパン,0,0,1,0,0,,0,,0,,0,,0,,0,2,2019/10/23 13:43
540,1,ロールパン,ロールパン,0,0,1,0,0,,0,,0,,0,,0,,0,2,2019/10/23 13:43
541,1,ちらし寿司,ちらし寿司,0,542,1,2,0,皿,0,,0,,0,,0,,0,3,2020/2/19 17:07
542,1,ちらし寿司　先生,ちらし寿司　先生,0,0,1,2,0,皿,0,,0,,0,,0,,0,2,2020/2/28 9:40
543,1,　,　,0,0,1,2,0,くま皿,0,,0,,0,,0,,0,2,2020/6/23 16:49
544,1,クリスマス クッキー　園児,クリスマス　クッキー園児,0,545,3,0,0,,0,,0,,0,,0,,0,7,2023/11/14 11:51
545,1,クリスマス クッキー　先生,クリスマス　クッキー　先生,0,545,3,0,0,,0,,0,,0,,0,,0,6,2020/12/2 13:53
546,1,もち給食　園児,もち給食　園児,0,547,1,0,0,おもち　３コ,0,皿,0,,0,,0,,0,2,2021/12/2 17:34
547,1,もち給食　先生,もち給食　先生,0,0,1,0,0,おもち　３コ,0,皿,0,,0,,0,,0,2,2021/12/2 17:34
548,1,めん給食　園児,めん給食　園児,0,549,1,2,16,スープ,0,,0,,0,,0,,0,2,2025/6/16 11:41
549,1,めん給食　先生,めん給食　先生,0,549,1,2,0,スープ,0,,0,,0,,0,,0,3,2023/5/18 14:35
550,1,豚丼　園児,豚丼,0,551,1,2,0,ごはん,1,皿,0,豚丼,0,,0,,0,3,2023/1/11 14:45
551,0,豚丼　先生,豚丼　先生,0,0,1,2,0,ごはん,1,皿,0,牛丼,0,,0,,0,2,2022/12/15 13:45
552,1,ミルクロールパン,ミルクロールパン,0,0,1,0,0,,0,,0,,0,,0,,0,2,2023/2/16 16:06
553,1,おにぎりとスープ,おにぎりとスープ,0,554,1,2,30,汁用保温箱　大,0,おわん,0,,0,,0,,0,2,2023/10/12 10:58
554,1,おにぎりとスープ,おにぎりとスープ,0,0,1,0,0,,0,,0,,0,,0,,0,2,2023/2/17 13:28
555,1,どんぶり給食　園児,どんぶり給食　園児,0,556,1,2,0,ごはん,1,具材,0,汁もの,0,どんぶり,0,おわん,0,2,2025/6/16 11:34
556,1,どんぶり給食　先生,どんぶり給食　先生,0,556,1,2,0,,0,,0,,0,,0,,0,2,2025/6/16 11:34
557,0,調整,調整,0,0,0,0,0,,0,,0,,0,,0,,0,2,2023/9/1 14:16
558,1,チーズドッグ,チーズドッグ,0,0,1,0,80,,0,,0,,0,,0,,0,4,2023/10/27 10:42
559,1,ワッフル,ワッフル,0,0,1,0,80,,0,,0,,0,,0,,0,4,2023/10/27 10:42
560,1,たい焼き（あんこ）,たい焼き（あんこ）,0,0,1,0,80,,0,,0,,0,,0,,0,4,2023/10/27 10:43
561,1,たい焼き（カスタード）,たい焼き（カスタード）,0,0,1,0,80,,0,,0,,0,,0,,0,4,2023/10/27 10:43
562,1,プリン,プリン,0,0,1,0,0,,0,,0,,0,,0,,0,4,2023/10/17 13:36
563,1,自園給食　園児,自園給食,0,564,0,0,0,,0,,0,,0,,0,,0,2,2024/3/19 13:51
564,1,自園給食　先生,自園給食,0,0,0,0,0,,0,,0,,0,,0,,0,2,2024/3/19 13:53
570,1,節分豆　ヨコイ福豆5ｇ,節分豆　ヨコイ福豆5ｇ,0,0,3,2,0,給食用福豆5ｇ,0,,0,,0,,0,,0,7,2023/12/19 13:38
571,1,節分豆　きなこボーロ福豆5ｇ,節分豆　きなこぼーろ福豆5ｇ,0,0,3,2,0,給食用きなこボーロ,0,,0,,0,,0,,0,7,2023/12/19 13:39
572,1,節分豆　ｽｲｰﾄﾎﾟﾃﾄ＆ﾌｨｯｼｭ,節分豆　ｽｲｰﾄﾎﾟﾃﾄ＆ﾌｨｯｼｭ,0,0,3,2,0,ｽｲｰﾄﾎﾟﾃﾄ＆ﾌｨｯｼｭ,0,,0,,0,,0,,0,7,2023/12/19 13:43
573,1,ミツヤ節分豆10ｇ,ミツヤ節分豆10ｇ,0,0,3,2,0,三種の福豆,0,,0,,0,,0,,0,4,2024/1/15 13:30
574,1,節分豆　豆まき用炒り大豆,節分豆　豆まき用炒り大豆,0,0,3,2,0,炒り大豆,0,,0,,0,,0,,0,7,2023/12/19 13:45
575,1,配膳給食,配膳ぶろ,0,576,0,2,0,ごはん,1,スープ,0,皿,0,主菜,0,副菜,0,2,2025/3/21 14:45
576,1,どこ食,どこ食,0,0,1,2,0,ごはん,1,おかず,0,スープ,0,,0,,0,2,2025/4/1 9:36
600,1,ビーフン　園児,ビーフン　園児,0,601,1,2,0,ビーフン,0,皿,0,,0,,0,,0,6,2018/11/29 9:38
601,1,ビーフン　先生,ビーフン　先生,0,0,1,2,0,,0,,0,,0,,0,,0,6,2018/11/29 9:38
602,0,ゼリー　先生,ゼリー　先生,0,0,3,0,0,,0,,0,,0,,0,,0,6,2016/10/31 14:01
603,1,おにぎりパック,おにぎりパック,0,0,1,0,0,,0,,0,,0,,0,,0,2,2016/11/8 13:09
604,1,もち米　先生,もち米　先生,0,0,1,0,0,,0,,0,,0,,0,,0,1,2016/12/7 11:26
605,1,給食振り替え分,給食振り替え分,0,606,1,0,0,,0,,0,,0,,0,,0,7,2019/3/5 14:17
606,1,給食振り替え分,給食振り替え分,0,0,1,0,0,,0,,0,,0,,0,,0,7,2019/3/5 14:17
607,1,給食（夕食）,給食（夕食）,0,608,0,1,0,ごはん,1,スープ,0,皿,0,主菜,0,副菜,0,7,2023/6/20 15:53
608,1,給食（夕食）,給食（夕食）,0,0,1,2,0,,0,,0,,0,,0,,0,7,2023/6/20 15:48
609,1,給食（朝食）,給食（朝食）,0,610,0,1,0,ごはん,1,スープ,0,皿,0,主菜,0,副菜,0,7,2023/6/20 15:54
610,1,給食（朝食）,給食（朝食）,0,0,1,2,0,,0,,0,,0,,0,,0,7,2023/6/20 15:54
